TYPE__C,TYPE_VALUE__C,ID,territory
Postal_Codes__c,807,a1u7x000003J5YtAAK,EMEA_ESMB_FRCEN_CEN_CHAT_01_CH_SB_03A
Postal_Codes__c,29580,a1u7x000003J5onAAC,EMEA_ESMB_SOUTH_IB_02_ES_GRB_6B
Postal_Codes__c,875,a1u7x000003Iz5sAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_05A
Postal_Codes__c,76550,a1u7x000003IyBfAAK,EMEA_ESMB_FRCEN_FR_1_01_SB_04A
Postal_Codes__c,62118,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,13434,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,62232,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,54033,a1u7x000003J5WxAAK,EMEA_ESMB_SOUTH_IT_03_SB_03A
Postal_Codes__c,554,a1u7x000003J4NLAA0,EMEA_ESMB_NORTH_NOR_DK_SB_TempCoverage_04B
Postal_Codes__c,13620,a1u7x000003J1raAAC,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_SB_1B
Postal_Codes__c,80131,a1u7x000003J3FBAA0,EMEA_ESMB_FRCEN_FR_2_05_GRB_07A
Postal_Codes__c,178,a1u7x000003J3NNAA0,EMEA_ESMB_NORTH_BELUX_GRB_FL_02A
Postal_Codes__c,TQ8,a1u7x000003J1ezAAC,EMEA_ESMB_UKI_UK_GRB1_04_LOA_TempCoverage_05
Postal_Codes__c,98812,a1u7x000003J5vJAAS,EMEA_ESMB_FRCEN_FR_2_05_SB_01A
Postal_Codes__c,39110,a1u7x000003J4g9AAC,EMEA_ESMB_FRCEN_FR_1_03_SB_01A
Postal_Codes__c,86120,a1u7x000003J6hgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_05A
Postal_Codes__c,380,a1u7x000003Iz5nAAC,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_MM_05B
Postal_Codes__c,35540,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,35270,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,961,a1u7x000003IzgJAAS,EMEA_ESMB_NORTH_NOR_FI_GRB_02B
Postal_Codes__c,67960,a1u7x000003J4KsAAK,EMEA_ESMB_FRCEN_FR_2_06_SB_04A
Postal_Codes__c,25170,a1u7x000003J4GZAA0,EMEA_ESMB_SOUTH_IB_01_ES_SB_2B
Postal_Codes__c,45221,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,38297,a1u7x000003J68PAAS,EMEA_ESMB_SOUTH_IB_03_ES_RET_TTH_GRB_3A
Postal_Codes__c,73250,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,76950,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,85038,a1u7x000003J2pnAAC,EMEA_ESMB_SOUTH_IT_01_GRB_05A
Postal_Codes__c,38114,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,61470,a1u7x000003IzrOAAS,EMEA_ESMB_FRCEN_FR_1_04_GRB_06A
Postal_Codes__c,PA2,a1u7x000003J5BzAAK,EMEA_ESMB_UKI_UK_SB_FINS_01
Postal_Codes__c,67059,a1u7x000003J3s3AAC,EMEA_ESMB_SOUTH_IT_02_GRB_06A
Postal_Codes__c,62940,a1u7x000003J2M9AAK,EMEA_FRANCE_MMR_CATCHALL_GB_RG
Postal_Codes__c,HP3,a1u7x000003J5QzAAK,EMEA_ESMB_UKI_UK_GRB_FINS_06
Postal_Codes__c,GL17,a1u7x000003J1exAAC,EMEA_ESMB_UKI_UK_GRB1_04_LOA_TempCoverage_01B
Postal_Codes__c,PA12,a1u7x000003IymZAAS,EMEA_ESMB_UKI_UK_SB_01_01
Postal_Codes__c,45590,a1u7x000003J2mwAAC,EMEA_FRANCE_IND_CATCHALL_GB_ID
Postal_Codes__c,35430,a1u7x000003J3KSAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_04A
Postal_Codes__c,39800,a1u7x000003J4g9AAC,EMEA_ESMB_FRCEN_FR_1_03_SB_01A
Postal_Codes__c,75002,a1u7x000003J3KTAA0,EMEA_ESMB_FRCEN_FR_1_04_SB_LOA_TempCoverage_04B
Postal_Codes__c,31340,a1u7x000003J1nWAAS,EMEA_ESMB_FRCEN_FR_2_06_GRB_08A
Postal_Codes__c,59170,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,45760,a1u7x000003J2mwAAC,EMEA_FRANCE_IND_CATCHALL_GB_ID
Postal_Codes__c,67450,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,17450,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,52500,a1u7x000003J2kNAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_05A
Postal_Codes__c,972,a1u7x000003J3EVAA0,EMEA_CENTRAL_DEAT_REG_AT_CMRCL_GB_01
Postal_Codes__c,59181,a1u7x000003J2mHAAS,EMEA_ESMB_FRCEN_FR_1_04_SB_02
Postal_Codes__c,DY11,a1u7x000003J1YmAAK,EMEA_ESMB_UKI_UK_GRB1_05_03
Postal_Codes__c,20236,a1u7x000003J1rgAAC,EMEA_ESMB_FRCEN_FR_1_02_SB_03A
Postal_Codes__c,27660,a1u7x000003J2hEAAS,EMEA_ESMB_FRCEN_FR_1_03_GRB_07A
Postal_Codes__c,60122,a1u7x000003J2pnAAC,EMEA_ESMB_SOUTH_IT_01_GRB_05A
